post_id,post_datetime,seller_type,offers.price,offers.priceCurrency,year,yr_make_model,VIN,fuel,type,size,odometer,cylinders,drive,title status,transmission,paint color,condition,offers.addressRegion,offers.addressLocality,offers.postalCode,offers.addressCountry,offers.streetAddress,offers.longitude,offers.latitude,post_expire,seller_notes,url,name,description
7652500936,2023-08-08 11:39:29-07:00,owner,120000.00,USD,2016,2016 tesla model X,,electric,,,85000,,,lien,automatic,,fair,MI,Detroit,48205,US,,-82.981300,42.431300,2023-09-07 18:39:29+00:00,"QR Code Link to This Post 2016 Tesla Model X, 85,000 miles and climbing daily.  195 mile range with 85% charge. Was hit while parked, insurance paid 5k for repair. (not done yet) Looking to sell at this price because I used it in ride share service because of the free supercharging. I was making 4-X the car note. Then, after only 6 or 7 weeks the bottom dropped out of rideshare, literally overnight in my area. I was only making 15 percent of what I was making before. In addition to the claim increasing my insurance premium to an unaffordable payment, I can no longer afford the car. I am not asking for charity, in addition to the car to make up for my mistake I am offering my current 2 bedroom home with appliances. Home is in pretty decent shape but could use some work. Home has more lot space than your typical city lot, as much as 5x more. can easily be turned into an offgrid homestead. comps are lower but they dont have a third of an acre. I will also be using the funds to travel to Central America for dental work because I did not qualify through the VA (pre-existing condition). They removed 9 teeth in bootcamp and I lost some later, very hard for me to enjoy meals and life overall. Or if by chance there is an angel investor that will give me 120k in return for a 15 year mortgage (hoping for 5 percent or lower) on the home, we would be eternally grateful. Please text or email only, Ill gladly call you back.",https://losangeles.craigslist.org/sfv/cto/d/detroit-tesla-model-help-bail-out-vet/7652500936.html,Tesla Model X    Help Bail out a Vet,"2016 Tesla Model X, 85,000 miles and climbing daily.  195 mile range with 85% charge. Was hit while parked, insurance paid 5k for repair. (not done yet) Looking to sell at this price because I used it in ride share service because of the free supercharging. I was making 4-X the car note. Then, after only 6 or 7 weeks the bottom dropped out of rideshare, literally overnight in my area. I was only making 15 percent of what I was making before. In addition to the claim increasing my insurance premi..."
7653022900,2023-08-09 21:00:57-04:00,dealer,103700.00,USD,2022,2022 Tesla Model S,5YJSA1E60NF460955,electric,hatchback,full-size,14965,,4wd,clean,automatic,white,excellent,MI,Lake Orion,48361,US,677 S Lapeer Rd,-83.238368,42.772981,2023-09-09 01:00:56+00:00,"QR Code Link to This Post 2022 Tesla Model S Plaid Hatchback Drive it home todayCall (or text) ☏ (248) 801-0071 Milosch Pre-Owned Superstore 677 S Lapeer Rd, Lake Orion, MI 48362Or use the link belowto view more information!https://www.miloschusedcars.com/used-inventory/index.htmYear : 2022Make : TeslaModel : Model SMileage : 14,965 milesTransmission : AutomaticExterior Color : WhiteInterior Color : BlackSeries : HatchbackDrivetrain :  4WDCondition : ExcellentVIN : 5YJSA1E60NF460955Stock ID : 12002PEngine : Electric ZEV 1020hp> > > $103,700 < < < Description of this Tesla Model S Plaid HatchbackBLUETOOTH, *ONE OWNER, ALLOY WHEELS, **PASSED MILOSCH'S EXTENSIVE SAFETY INSPECTION, BACKUP CAMERA, **SERVICE RECORDS AVAILABLE, *ACCIDENT FREE CARFAX REPORT, **NON-SMOKER, **NAVIGATION, **SUNROOF/MOONROOF, **HANDS FREE PHONE, **ALL WHEEL DRIVE, **LEATHER INTERIOR, **LOW LOW MILES, *ALL BOOKS & RECORDS, *ADAPTIVE CRUISE CONTROL, *DUAL PANE PANORAMIC SUNROOF, LUXURY PACKAGE, MEMORY PACKAGE, NAVIGATION SYSTEM, PREMIUM WHEELS, REMOTE START. 2022 Tesla Model S Plaid 1-Speed Automatic AWD Pearl White Multi-CoatThe Milosch family has been serving Lake Orion and Oxford's automotive needs since 1967. Come experience the Palace Advantage! We want to give you a fair and competitive price upfront. We would also love to have your trade-in! We will give you a fair market trade value for your vehicle. Want to know what your trade is worth? Use our Kelley Blue Book Instant Cash Offer feature on our website to get a guaranteed value for your vehicle.Our Service Department & Express Lane are open convenient hours during the week and Saturday. We also offer a free service shuttle for local customers, a customer lounge with free coffee and popcorn, as well as free wireless internet. We also offer a free car wash with every service. 22 Speakers, 4-Wheel Disc Brakes, ABS brakes, Adaptive suspension, Air Conditioning, Alloy wheels, Audio memory, Auto High-beam Headlights, Auto tilt-away steering wheel, Auto-dimming door mirrors, Auto-dimming Rear-View mirror, Auto-leveling suspension, Automatic temperature control, Brake assist, Bumpers: body-color, Compass, Delay-off headlights, Driver door bin, Driver vanity mirror, Dual front impact airbags, Dual front side impact airbags, Electronic Stability Control, Entertainment system, Exterior Parking Camera Rear, Four wheel independent suspension, Front anti-roll bar, Front Bucket Seats, Front Center Armrest, Front dual zone A/C, Front fog lights, Front reading lights, Fully automatic headlights, Garage door transmitter: Homelink, Heated door mirrors, Heated front seats, Heated rear seats, Heated steering wheel, HVAC memory, Illuminated entry, Knee airbag, Lane Departure Warning System, Leather steering wheel, Low tire pressure warning, Memory seat, Navigation System, Occupant sensing airbag, Outside temperature display, Overhead airbag, Passenger door bin, Passenger vanity mirror, Power door mirrors, Power driver seat, Power Liftgate, Power passenger seat, Power steering, Power windows, Premium Audio System, Premium Seat Trim, Radio data system, Rain sensing wipers, Rear air conditioning, Rear anti-roll bar, Rear audio controls, Rear reading lights, Rear seat center armrest, Rear window defroster, Remote keyless entry, Security system, Speed control, Speed-sensing steering, Speed-Sensitive Wipers, Split folding rear seat, Spoiler, Steering wheel memory, Steering wheel mounted A/C controls, Steering wheel mounted audio controls, Telescoping steering wheel, Tilt steering wheel, Traction control, Trip computer, Variably intermittent wipers, Ventilated Front Bucket Seats, Ventilated front seats, and Wheels: 19"" Tempest.🎈 🎈 🎈 NEED FINANCING ? WE HAVE GOT THE RIGHT LOAN FOR YOU. 🎈 🎈 🎈✅ BAD CREDIT - OK! ✅ NO CREDIT - OK! ✅ FIRST TIME BUYERS - OK! ✅ WE WORK WITH MULTIPLE LENDERS TO COVER ALL TYPES OF CREDIT.🎈 🎈 🎈 YOU'RE APPROVED 🎈 🎈 🎈⚡ ⚡ ⚡ DRIVE IT HOME TODAY. GET FINANCED. ⚡ ⚡ ⚡👉 Go to : http://www.miloschusedcars.com/financing/index.htmOptional equipment of this Tesla Model S Plaid Hatchback   Call (or Text)  (248) 801-0071 for quick answers to your questions about this Tesla Model S Plaid.***** Tesla Model S Plaid Hatchback *****2023, 2024, 2025, 2022, 2021, 2020, 2019, Tesla, Model S, , , , , [Model5]Disclaimer :   Drive it home todayCall (or text) ☏ (248) 801-0071 Milosch Pre-Owned Superstore 677 S Lapeer Rd, Lake Orion, MI 48362Or use the link belowto view more information!https://www.miloschusedcars.com/used-inventory/index.htm*Tesla* ** ** *Tesla* * Tesla* ** *Automatic* *Plaid* *Tesla* *White* *Automatic* *Hatchback* *Electric ZEV 1020hp* *4WD* *Milosch Pre-Owned Superstore* *Call us today at (248) 801-0071* *Tesla Model S Plaid Hatchback 4WD Electric ZEV 1020hp* *Tesla* *Plaid* *Tesla Model S Plaid Hatchback 4WD Electric ZEV 1020hp**Tesla* *White* *Automatic* *Hatchback* *Electric ZEV 1020hp* *4WD* *Call us today at (248) 801-0071* *Tesla* *White* *Automatic* *Milosch Pre-Owned Superstore* *Hatchback* *Electric ZEV 1020hp* 2018 2017 2016 2015 2014 2013",https://detroit.craigslist.org/mcb/ctd/d/lake-orion-2022-tesla-model-plaid/7653022900.html,2022 Tesla Model S Plaid,"   2022 Tesla Model S Plaid Hatchback      Drive it home today Call (or text) ☏ (248) 801-0071    Milosch Pre-Owned Superstore  677 S Lapeer Rd, Lake Orion, MI 48362  Or use the link below to view more information! https://www.miloschusedcars.com/used-inventory/index.htm   Year :  2022  Make :  Tesla  Model :  Model S  Mileage :  14,965 miles  Transmission :  Automatic  Exterior Color :  White  Interior Color :  Black  Series :  Hatchback  Drivetrain :   4WD  Condition :  Excellent  VIN :  5YJSA..."
7653712834,2023-08-11 17:11:18-04:00,dealer,32995.00,USD,2019,2019 Tesla 3 STD Plus,,electric,sedan,full-size,52669,other,rwd,clean,automatic,black,good,MI,Redford,48240,US,25645 GRAND RIVER,-83.301700,42.426400,,"QR Code Link to This Post 2019 TESLA 3 STANDARD RANGE *** SUPER CLEAN *** MUST SEE *** FINANCING AVAILABLE *** AWD, LEATHER, HEATED SEATS, BACK UP ASSIST, AUTOPILOT, DAYTIME RUNNING LIGHTS, AIR, ALL POWER, DUAL FRONT AND SIDE AIR BAGS, TILT, AM/ FM/ CD/ MP3.. **AS LOW AS $495.00 DOWN ** ****WE FINANCE**** ~LOW MONTHLY PAYMENT!!!!!! ~GUARANTEED CREDIT APPROVAL!!!!!! COME OUT AND TAKE A LOOK!!! YOU'LL LEAVE A HAPPY, SATISFIED CUSTOMER!!!! **ALL OUR VEHICLES ARE CLEAN AND CLEAR TITLE** **SERVICING OUR CUSTOMERS IS OUR PRIDE,WORKING HARD TO KEEP YOU MOVING!!** ***WE ACCEPT ALL TRADE INS*** **IF IT RUNS, BRING IT IN.....IF IT DOESN'T, WE WILL PICK IT UP FOR FREE** FOR MORE INFORMATION CALL ** 313-952-2626** http://www.twinsautosales.com KEY WORDS: 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 2005 2006 2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021 CADILLAC,LINCOLN, ATS, SRX, CTS, MKS, CT6, STS, DTS, XTS, CHARGER ,FORD, TAURUS, FUSION, FOCUS, CHEVROLET, IMPALA, MALIBU, PONTIAC, G6, GRAND PRIX, , NITRO, DODGE , MAGNUM, AVENGER, CALIBER, BUICK, LACROSSE, LUCERNE, VERANO, CRUZE, 300, 200, CHRYSLER, SEBRING, MERCURY, MILAN, DART, CALIBER, REGAL, LINCOLN, COBALT, NISSAN, SENTRA, TOYOTA, COROLLA, FIESTA, ALTIMA, MAXIMA, AVEO, HYUNDAI, ELANTRA, SONATA, , KIA, OPTIMA, ELANTRA, HONDA, CIVIC, PRIUS, CAMRY, ACCORD, SONIC, MITSUBISHI, MIRAGE, CONTINENTAL, FORTE, ECLISPE, MKS, SPARK, MKZ, SUBARU, WRX, VOLKSWAGEN, JETTA, VERSA, INFINITI, Q70, FORTE, ALFA ROMEO, GIULIA, SUBARU, WRX, FIAT, 500 L, TESLA, 370 Z, ACCURA, TL, TESLA",https://detroit.craigslist.org/wyn/ctd/d/redford-2019-tesla-standard-range-super/7653712834.html,2019 TESLA 3 STANDARD RANGE *** SUPER CLEAN *** MUST SEE *** FINANCING,"2019 TESLA 3 STANDARD RANGE *** SUPER CLEAN *** MUST SEE *** FINANCING AVAILABLE *** AWD, LEATHER, HEATED SEATS, BACK UP ASSIST, AUTOPILOT, DAYTIME RUNNING LIGHTS, AIR, ALL POWER, DUAL FRONT AND SIDE AIR BAGS, TILT, AM/ FM/ CD/ MP3..    **AS LOW AS $495.00 DOWN **  ****WE FINANCE****  ~LOW MONTHLY PAYMENT!!!!!!  ~GUARANTEED CREDIT APPROVAL!!!!!!  COME OUT AND TAKE A LOOK!!! YOU'LL LEAVE A HAPPY, SATISFIED CUSTOMER!!!!  **ALL OUR VEHICLES ARE CLEAN AND CLEAR TITLE**  **SERVICING OUR CUSTOMERS IS ..."
7653714606,2023-08-11 17:15:30-04:00,dealer,39995.00,USD,2019,2019 Jaguar I-Pace,,electric,SUV,full-size,58761,other,4wd,clean,automatic,grey,good,MI,Redford,48240,US,25645 GRAND RIVER,-83.301700,42.426400,,"QR Code Link to This Post 2019 JAGUAR I-PACE EV400*** SUPER CLEAN *** MUST SEE *** FINANCING AVAILABLE *** 1ST EDITION, EV, AWD, LEATHER, HEATED SEATS, BACK UP ASSIST, DUAL SUNROOF, NAVIGATION, AIR, ALL POWER, DAYTIME RUNNING, DUAL FRONT AND SIDE AIR BAGS, TILT, AM/ FM/ CD/ MP3 AS LOW AS $495.00 DOWN ** ****WE FINANCE**** ~LOW MONTHLY PAYMENT!!!!!! ~GUARANTEED CREDIT APPROVAL!!!!!! COME OUT AND TAKE A LOOK!!! YOU'LL LEAVE A HAPPY, SATISFIED CUSTOMER!!!! **ALL OUR VEHICLES ARE CLEAN AND CLEAR TITLE** **SERVICING OUR CUSTOMERS IS OUR PRIDE,WORKING HARD TO KEEP YOU MOVING!!** ***WE ACCEPT ALL TRADE INS*** **IF IT RUNS, BRING IT IN.....IF IT DOESN'T, WE WILL PICK IT UP FOR FREE** FOR MORE INFORMATION CALL ** 313-952-2626** http://www.twinsautosales.com/ KEY WORDS: 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 2000 2001 2002 2003 2004 2005 2006 2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021 DODGE, JOURNEY, CHRYSLER, PACIFICA, CAPTIVA, CARAVAN, TOWN COUNTRY, GRAND CARAVAN, DURANGO, MOUTAINEER, LIBERTY, FLEX, TRACKER, FORD, EDGE, ESCAPE, EXPLORER, ENVOY, SATURN, VUE, TRAVERSE, RAINER, ENCLAVE, ENCORE, BUICK, MERCURY, MARINER, NISSAN, ROGUE, JUKE, HONDA, CRV, PILOT, ODYSSEY, CHEVROLET, TRAIL BLAZER, BLAZER, TRAVERSE, GMC, ACADIA, EDGE, EQUINOX, MURANO, ASPEN, GMC, TERRAIN, TRAX, HHR, PT CRUSIER, NITRO, TOYOTA, RAV 4, 4RUNNER, LINCOLN, MKT, MKC, KIA, SOUL, MKX, QX56, HYUNDAI, SUBARU, OUTBACK, SANTA FE, TUSCON, OUTLOOK, BMW, X5, X3, X6, LEXUS, GX 460, RX 330, CLS 550, MAZDA, 5, CX 9, SORRENTO, VOLKSWAGEN, TIGUAN, MERCEDES BENZ, ML350, SATURN, VUE, CADILLAC, SRX, LANDROVER, RANGEROVER, GL 450, R450, R350, 4MATIC, INFINITI, FX35, MAZDA, CX9, QX56, ARMADA, VERACRUZ, GLK 350, JX 35, SIENNA, LEXUS, RX350, MASERATI, LEVANTE, NISSAN, PATHFINDER, GLE, QX 80, AUDI, Q5, Q7, XT5, ALFA ROMEO, STELVIO",https://detroit.craigslist.org/wyn/ctd/d/redford-2019-jaguar-pace-ev400-super/7653714606.html,2019 JAGUAR I-PACE EV400*** SUPER CLEAN *** MUST SEE *** FINANCING AVA,"2019 JAGUAR I-PACE EV400*** SUPER CLEAN *** MUST SEE *** FINANCING AVAILABLE *** 1ST EDITION, EV, AWD, LEATHER, HEATED SEATS, BACK UP ASSIST, DUAL SUNROOF, NAVIGATION, AIR, ALL POWER, DAYTIME RUNNING, DUAL FRONT AND SIDE AIR BAGS, TILT, AM/ FM/ CD/ MP3    AS LOW AS $495.00 DOWN **  ****WE FINANCE****  ~LOW MONTHLY PAYMENT!!!!!!  ~GUARANTEED CREDIT APPROVAL!!!!!!  COME OUT AND TAKE A LOOK!!! YOU'LL LEAVE A HAPPY, SATISFIED CUSTOMER!!!!  **ALL OUR VEHICLES ARE CLEAN AND CLEAR TITLE**  **SERVICING ..."
7655004887,2023-08-15 11:52:32-04:00,owner,55000.00,USD,2017,2017 tesla s p100d,5YJSA1E45HF192035,electric,hatchback,full-size,83500,other,4wd,clean,automatic,black,excellent,MI,Belleville,48112,US,e huron river dr,-83.485400,42.194900,2023-09-14 15:52:32+00:00,"QR Code Link to This Post Up for sale is my fully loaded 2017 P100D with MCU3 upgrade for Autopilot 3.0 Full Self Driving. Obsidian Black Metallilc exterior, White interior + Dark Ash Wood decor.  Fully stock other than light tint all around, and the MODEL S + P100D lettering removed from hatch for a cleaner look (everything available for re-application). - Mileage 83,500 - Clean title and status - 2nd owner, purchased as Tesla Certified Pre-Owned - No accidents. Very slight scuff mark on bumper corner, not noticeable unless you are looking for it - Fully loaded: Premium Connectivity, Sub-Zero Weather, FSD, Ultra HiFi Sound, Power & Lighting package - Ludicrous + performance 2.28s 0-60 (very seldom activated Ludicrous+ mode) - Carbon fiber spoiler - All glass panoramic roof - 2 sets of OEM turbine rims (21"" spare set + 19"" currently mounted) - No curb rash on rims, 9/10 condition - Daily charge ~260 miles at 90% charge and ~290-295 miles with full charge - Clean, non-smoker, garage kept - Clean title, no liens - Drive unit and battery still under warranty until April 2025 No issues... only looking to sell so I can upgrade to a newer model.   SERIOUS INQUIRIES ONLY!  - Local, in person bank transaction will be required - Price is firm, not in a rush to sell - All scammers will be reported!",https://detroit.craigslist.org/wyn/cto/d/belleville-2017-tesla-model-p100d-full/7655004887.html,2017 Tesla Model S P100D Full Self Driving,"Up for sale is my fully loaded 2017 P100D with MCU3 upgrade for Autopilot 3.0 Full Self Driving. Obsidian Black Metallilc exterior, White interior + Dark Ash Wood decor.  Fully stock other than light tint all around, and the MODEL S + P100D lettering removed from hatch for a cleaner look (everything available for re-application).    - Mileage 83,500  - Clean title and status  - 2nd owner, purchased as Tesla Certified Pre-Owned  - No accidents. Very slight scuff mark on bumper corner, not noticea..."
7655614505,2023-08-16 20:55:57-04:00,owner,34999.00,USD,2021,2021 ford mustang,3FMTK3SU1MMA02167,electric,,,42000,,,clean,other,black,like new,MI,Dearborn Heights,48127,US,,-83.286400,42.335300,2023-09-16 00:55:57+00:00,"QR Code Link to This Post 2021 Ford Mustang Mach-E Premium for sale clean green Michigan Title - 42,000 miles - Ford factory charger included (worth $800) This car is in excellent condition and has been well-maintained. It has a lot of great features including: - 75.7 kWh battery pack - 290 miles of estimated range - All-wheel drive - 0-60 mph in 3.7 seconds - Co-Pilot360 driver-assistance tech - Panoramic glass roof - Absolute Black exterior - Car can be controlled through Ford Pass app - And many more Car is an absolute blast to drive. It gets up to 330 miles in the summer. Original owner of this car and took extremely good care of it. Clean title, never been in an accident. Asking price: $34,999 Please let me know if you have any questions or if there's anything else I can help you with. Text preferred.",https://detroit.craigslist.org/wyn/cto/d/dearborn-heights-2021-ford-mustang-mach/7655614505.html,2021 Ford Mustang Mach-E,"2021 Ford Mustang Mach-E Premium for sale clean green Michigan Title    - 42,000 miles  - Ford factory charger included (worth $800)    This car is in excellent condition and has been well-maintained. It has a lot of great features including:    - 75.7 kWh battery pack  - 290 miles of estimated range  - All-wheel drive  - 0-60 mph in 3.7 seconds  - Co-Pilot360 driver-assistance tech  - Panoramic glass roof  - Absolute Black exterior  - Car can be controlled through Ford Pass app  - And many more..."
7656004559,2023-08-17 21:54:28-04:00,owner,28500.00,USD,2015,2015 Tesla Model S 85D,,electric,sedan,full-size,142000,other,4wd,clean,automatic,white,good,MI,Macomb,48044,US,,-82.898500,42.644200,2023-09-17 01:54:28+00:00,"QR Code Link to This Post Tesla Model S 85D in great condition for sale. Car comes with carbon fiber accents, all-around ceramic tints with lifetime warranty, new Michelin Tires on 19"" premium rims, autopilot features, and lifetime FREE charging at all Tesla supercharging locations.  Text/Call: (248)-nine-2-eight-3-six-five-7",https://detroit.craigslist.org/mcb/cto/d/macomb-2015-tesla-model-85d-for-sale/7656004559.html,2015 Tesla Model S 85D For Sale,"Tesla Model S 85D in great condition for sale. Car comes with carbon fiber accents, all-around ceramic tints with lifetime warranty, new Michelin Tires on 19"" premium rims, autopilot features, and lifetime FREE charging at all Tesla supercharging locations.       Text/Call: (248)-nine-2-eight-3-six-five-7 "
7656088326,2023-08-18 09:20:02-04:00,owner,11995.00,USD,2014,2014 BMW i3,WBY1Z2C5XEVX51497,electric,,,58000,other,rwd,lien,automatic,silver,excellent,MI,Birmingham,48012,US,Cole St,-83.205392,42.539907,2023-09-17 13:20:02+00:00,"QR Code Link to This Post Take another 30% off selling price if you qualify for the Used EV Federal Tax rebate, https://www.irs.gov/credits-deductions/manufacturers-and-models-for-II new-qualified-clean-vehicles-purchased-in-2022-and-before https://www.keysavvy.com/ will handle sale transaction to meet Dealership requirement.  This is the BEV and NOT the Range Extender model. I wanted S-I-M-P-L-E, no oil changes not transmission fluid changes, etc. Nice and simple BEV operation. :-) The i3 is in fantastic shape both mechanically and body wise. First owner, ZERO accidents, and I have FULL documentation of service. Family hesitant to sell as they LOVE the efficiency and maneuverability, but be need something larger.  Read more: https://autoweek.com/buyers-guide/bmw/i3/2014#ixzz5NW7RDeje Please feel free to email me with any questions you might have. When responding please include the city you are emailing from so I have some assurance you are not trying to collect my email for SPAM. Also, apologies for the inconvenience but I do not initially respond back to texts after a bad CL experience of getting text spam.",https://detroit.craigslist.org/okl/cto/d/birmingham-30-tax-credit124-mpge-2014/7656088326.html,30% tax credit!!!!124 MPGe!!! 2014 BMW i3 - Giga World (BEV) $49K MSRP,"Take another 30% off selling price if you qualify for the Used EV Federal Tax rebate, https://www.irs.gov/credits-deductions/manufacturers-and-models-for-II new-qualified-clean-vehicles-purchased-in-2022-and-before    https://www.keysavvy.com/ will handle sale transaction to meet Dealership requirement.     This is the BEV and NOT the Range Extender model. I wanted S-I-M-P-L-E, no oil changes not transmission fluid changes, etc. Nice and simple BEV operation. :-)    The i3 is in fantastic shape ..."
7656154302,2023-08-18 12:01:33-04:00,dealer,40989.00,USD,2018,2018 TESLA S,5YJSA1E25JF245420,electric,sedan,,38634,,4wd,clean,automatic,blue,excellent,MI,Redford,48240,US,16941 w 8 mile rd,-83.321934,42.441836,2023-09-17 16:01:32+00:00,"QR Code Link to This Post Financing For Everyone - Start Driving TodayCall Now & Drive Today (313) 666−1611Description***2018 TESLA MODEL S 75D AWD -- Southfield Quality Cars is proud to offer this beautiful TESLA model S 75D with blye exterior and black interior leather seats. This Model S is well kept and the condition proves it. Clean Carfax report and a super clean vehicle inside and out -- This Tesla model S is a must see and drive -- Please call to schedule a test drive today - NATIONWIDE TOUCHLESS DELIVERY TO YOUR HOME OR OFFICE -  CALL  FOR DETAILS  --  All trade-ins are accepted regardless of condition -  We are a Metro Detroit Independent Dealership since 1996 -- Same ownership and management - The price advertised is a discounted price and does not include $300 destination charge $60 processing fee and reconditioning cost. The best car source to buy quality vehicle since 1996 >>> www.southfieldqualitycars.com - Financing for everyone with great financing terms - Please call for details 313-270-3337WE FINANCE EVERYONE REGARDLESS OF PRIOR CREDIT - CALL NOW 313-366-1611  ⭐ Great Bank Financing Options Available ⭐✅ Bad Credit? ✅ No Credit? ✅ First Time Buyer? ✅ We Work With Dozens Of Lenders To Get You Approved Fast Regardless Of Your Credit Situation.✅ Repossession✅ Bankruptcy✅ Foreclosure✅ SSI✅ Disability✅ Government Assistance   Southfield Quality Cars, Inc. 16941 w 8 mile rd, DETROIT, MI 48235Copy and paste URL to start driving todayClick here for more details about this car  Call now (313) 666−1611 for quick answers about this TESLA S 75D2019, 2020, 2021, 2018, 2017, 2016, 2015, TESLA, S, , , , , [Model5]Disclaimer :  * Please Note All Inventory And Inventory Pricing Is Subject To Change Please See Dealer For Further Details **TESLA* ** ** ** ** *75D* *BLUE* *Sedan* *ELECTRIC* *4WD* *Southfield Quality Cars, Inc.*  *Call us today at (313) 666−1611* 2014 2013 2012 2011 2010 2009KEY WORDS: FWD, RWD, 4wd, Automatic, Manual, black, blue, brown, green, grey, orange, purple, red, silver, white, yellow, custom, compact, full-size, mid-size, sub-compact, convertible, coupe, hatchback, mini-van, offroad, pickup, sedan, truck, SUV, wagon, van, gas, diesel, hybrid, clean, salvage, rebuilt, lien, missing, new, like new, excellent, good, fair, 3 cylinders, 4 cylinders, 5 cylinders, 6 cylinders, 8 cylinders, 12 cylinders, 12 cylinders, cryptocurrency, delivery available, English, espanol, francias, italiano, portugues",https://detroit.craigslist.org/wyn/ctd/d/redford-2018-tesla-75d/7656154302.html,2018 TESLA S 75D,  Financing For Everyone - Start Driving Today Call Now &amp; Drive Today (313) 666−1611    Description   ***2018 TESLA MODEL S 75D AWD -- Southfield Quality Cars is proud to offer this beautiful TESLA model S 75D with blye exterior and black interior leather seats. This Model S is well kept and the condition proves it. Clean Carfax report and a super clean vehicle inside and out -- This Tesla model S is a must see and drive -- Please call to schedule a test drive today - NATIONWIDE TOUCHLESS DE...
7656208642,2023-08-18 13:48:35-04:00,dealer,54500.00,USD,2021,2021 audi a3 sportback e-tron,,electric,SUV,,14984,other,4wd,clean,automatic,white,like new,MI,Utica,48315,US,15977 Leone drive,-82.969823,42.678011,2023-09-17 17:48:35+00:00,"QR Code Link to This Post 2021 AUDI ⚡️E-TRON⚡️ QUATTRO PRESTIGE  ✅FULLY SERVICED AT AUDI ✅LOW MILES ✅LIKE NEW  ✅CLEAN CARFAX  CALL/TEXT FRANK  ⭐️(586)260-4232⭐️ 🥇DEALERSHIP J-RUSinc 15977 Leone Dr Macomb, MI  48042 United States 2021 Audi ⚡️E-Tron ⚡️quattro Prestige AWD 4dr SUV finished in White exterior on Black Leather interior.  This Audi E-Tron comes equipped with features including Power Front Seats with Driver Memory, Audi Drive-Select, Bang & Olufsen Premium Sound System, Bluetooth Phone & Audio, Power Liftgate, Quad-Zone Automatic Climate Control, Power Sunroof, Heated Front Seats, Navigation, Backup Camera w/ 360 Degree Camera & Sensors, Engine Stop/Start Button, and plenty more!  Clean Carfax!   Trade-ins 🇺🇸welcome, nationwide shipping and financing also available. See less",https://detroit.craigslist.org/okl/ctd/d/utica-2021-audi-tron-quattro-prestige/7656208642.html,2021 AUDI ⚡️E-TRON ⚡️QUATTRO PRESTIGE FULLY SERVICED ⭐️(586)260-423,"2021 AUDI ⚡️E-TRON⚡️  QUATTRO PRESTIGE   ✅FULLY SERVICED AT AUDI  ✅LOW MILES  ✅LIKE NEW   ✅CLEAN CARFAX   CALL/TEXT FRANK   ⭐️(586)260-4232⭐️  🥇DEALERSHIP J-RUSinc    15977 Leone Dr  Macomb, MI  48042  United States    2021 Audi ⚡️E-Tron ⚡️quattro Prestige AWD 4dr SUV finished in White exterior on Black Leather interior.  This Audi E-Tron comes equipped with features including Power Front Seats with Driver Memory, Audi Drive-Select, Bang &amp; Olufsen Premium Sound System, Bluetooth Phone &amp; ..."
