post_id,post_datetime,offers.price,offers.priceCurrency,year,yr_make_model,VIN,fuel,type,size,odometer,cylinders,drive,title status,transmission,paint color,condition,offers.addressRegion,offers.addressLocality,offers.postalCode,offers.addressCountry,offers.streetAddress,offers.longitude,offers.latitude,post_expire,seller_notes,url,name,description
7649995806,2023-08-01 16:23:09-05:00,11900.00,USD,2016,2016 chevrolet cruze,,gas,sedan,mid-size,94000,4 cylinders,fwd,clean,automatic,grey,like new,IL,Oak Forest,60452,US,6100 159th St,-87.768316,41.602806,2023-08-31 21:23:09+00:00,"QR Code Link to This Post 2016 Chevrolet Cruze Limited 1LT Price: $11,900 Mileage: 94,208 Condition: Used Engine: 1.4L I4 Turbocharger Transmission: Automatic 6-Speed Drivetrain: FWD Fuel: Gasoline Exterior Color: Blue Ray Metallic Interior Color: Black Stock # 44732 VIN: 1G1PE5SB4G7219937  WOW!  This 2016 Chevrolet Cruze Limited LT has only 94,000 miles!  4 BRAND NEW tires!  EPA estimated 38 MPG Highway!  Loaded with options including Power locks and windows, Keyless entry with remote start, Backup camera, Bluetooth connectivity, and Premium alloy wheels!  Looks and runs great!  Each one of our vehicles has been inspected and serviced by our on-site ASE Certified Mechanics! We pride ourselves on selling only the finest vehicles, regardless of year/price/miles!  Your new pre-owned vehicle is ready to drive!!  Financing and extended warranty available!  Call now!  (708) 687-2100, Or visit www.bmauto.com for more photos!!",https://chicago.craigslist.org/sox/ctd/d/oak-forest-2016-chevrolet-cruze-limited/7649995806.html,2016 Chevrolet Cruze Limited LT - Low miles! Clean!,"2016 Chevrolet Cruze Limited 1LT  Price: $11,900  Mileage: 94,208  Condition: Used  Engine: 1.4L I4 Turbocharger  Transmission: Automatic 6-Speed  Drivetrain: FWD  Fuel: Gasoline  Exterior Color: Blue Ray Metallic  Interior Color: Black  Stock # 44732  VIN: 1G1PE5SB4G7219937     WOW!  This 2016 Chevrolet Cruze Limited LT has only 94,000 miles!  4 BRAND NEW tires!  EPA estimated 38 MPG Highway!  Loaded with options including Power locks and windows, Keyless entry with remote start, Backup camera,..."
7649995963,2023-08-01 16:23:36-05:00,14900.00,USD,2000,2000 chevrolet camaro,,gas,coupe,full-size,79000,8 cylinders,rwd,clean,automatic,black,like new,IL,Oak Forest,60452,US,6100 159th St,-87.768316,41.602782,2023-08-31 21:23:36+00:00,"QR Code Link to This Post 2000 Chevrolet Camaro Z28 Price: $14,900 Mileage: 79,196 Condition: Used Engine: 5.7L V8 Transmission: Automatic 4-Speed Drivetrain: RWD Fuel: Gasoline Exterior Color: Black Interior Color: Black Stock # 44773 VIN: 2G1FP22G8Y2138867  WOW!  Take a peek at this 2000 Chevrolet Camaro Z28 Coupe!  Only 79,000 miles!  Extra clean inside and out!  Loaded with options including Power locks and windows, Keyless entry, CD player, Removable T-tops with removable shades, and Premium Gloss black wheels!  Wheels are original, but have been Powder coated!  Looks and runs great!  Each one of our vehicles has been inspected and serviced by our on-site ASE Certified Mechanics! We pride ourselves on selling only the finest vehicles, regardless of year/price/miles!  Your new pre-owned vehicle is ready to drive!!  Financing and extended warranty available!  Call now!  (708) 687-2100, Or visit www.bmauto.com for more photos!!",https://chicago.craigslist.org/sox/ctd/d/oak-forest-2000-chevrolet-camaro-z28/7649995963.html,2000 Chevrolet Camaro Z28 Coupe - Black/Black - T-tops - 79k miles!,"2000 Chevrolet Camaro Z28  Price: $14,900  Mileage: 79,196  Condition: Used  Engine: 5.7L V8  Transmission: Automatic 4-Speed  Drivetrain: RWD  Fuel: Gasoline  Exterior Color: Black  Interior Color: Black  Stock # 44773  VIN: 2G1FP22G8Y2138867     WOW!  Take a peek at this 2000 Chevrolet Camaro Z28 Coupe!  Only 79,000 miles!  Extra clean inside and out!  Loaded with options including Power locks and windows, Keyless entry, CD player, Removable T-tops with removable shades, and Premium Gloss blac..."
7649996755,2023-08-01 16:25:34-05:00,59500.00,USD,1967,1967 Chevrolet Camaro RS,,other,,,32400,8 cylinders,,clean,automatic,,good,IL,Chicago,60610,US,,-87.633600,41.903300,2023-08-31 21:25:34+00:00,"QR Code Link to This Post 1967 Chevrolet Camaro RS  PC Investments - Call  903-820-1019 - $59,500 1967 Chevrolet Camaro RS Convertible. VIN: 124677L113729. Great running 350 V8 engine. 700R4 transmission. Headers / Dual exhaust / Aftermarket mufflers. Cold Vintage AC. Power steering / CPP master cylinder with front disc brakes. QA1 shocks with tubular front control arms. Front and rear sway bars. Dual rear leaf springs. Nice Granada Gold paint with Black power convertible top. Factory style Black bucket seat interior. Runs and drives great. True RS Camaro convertible with added SS emblems and hood. Very clean underside. Runs and drives great. General Information:• We are a classic car dealership in Sherman, Texas and show by appointment only.• Contact us at 903-820-1019.• We buy, sell and trade classic vehicles. • For financing contact https://linktr.ee/pcfinance• Shipping is available (call for quote). Exterior:• Solid body with nice code: ""G2"" Granada Gold paint (original color / has been repainted).• Nice Black convertible top (power top). • 15"" Torq Thrust wheels with 235/60-255/60 tires. • True RS Camaro convertible with added SS emblems and hood. Interior:• Factory style Black interior (originally code: ""711-Z"" Gold interior).• Bucket seats / Center console / Floor shifter.• Custom autosound radio. Mechanical:• Great running 350 V8 engine.• 700R4 automatic transmission.• Headers / Dual exhaust / Aftermarket mufflers. • Cold Vintage AC.• Power steering / CPP master cylinder with front disc brakes.• QA1 shocks with tubular front control arms / Front and rear sway bars.• Upgraded dual rear leaf springs. Miscellaneous:• The odometer reads 32,400 miles (actual mileage cannot be verified). • Very nice RS Convertible Camaro. • Runs and drives great. Disclaimer:• All sales will be subject to document and state fees.• All Texas residents will be subject to sales tax, document fees and state registration fees. View vehicle video here:https://youtu.be/kCLjPmQiFAY PC Investments Year: 1967 Make: CHEVROLET Model: CAMARO Series: RS Stock #: 113729 Condition: New Mileage: 32,400 Transmission: Automatic Phone:  903-820-1019 Disclaimer: PC Investments will never sell, share, or spam your mobile number. Standard text messaging rates may apply. Subject to prior sale. The price listed for this vehicle does not include charges such as: License, Title, Registration Fees, Depending were you live State or Local Taxes, Finance Charges, Optional Credit or Liability Insurance, Delivery Fee, and State Documentary Service Fee. The Dealership makes no representations, expressed or implied, to any actual or prospective purchaser or owner of this vehicle as to the existence, ownership, accuracy, description or condition of this vehicle's listed equipment, accessories, price or any warranties. Vehicle Pricing - Where permitted by law, all dealer fees and amounts must be disclosed in a clear, conspicuous and legible fashion. There are no exclusions. The Dealership is not responsible for typographical errors in price or equipment listed. Any and all differences must be addressed prior to the sale of this vehicle",https://chicago.craigslist.org/chc/ctd/d/chicago-1967-chevrolet-camaro-rs/7649996755.html,1967 Chevrolet Camaro RS Convertible / 350 / 700R4 / Vintage AC,"   1967 Chevrolet Camaro RS         PC Investments  - Call  903-820-1019 - $59,500               1967 Chevrolet Camaro RS Convertible. VIN: 124677L113729. Great running 350 V8 engine. 700R4 transmission. Headers / Dual exhaust / Aftermarket mufflers. Cold Vintage AC. Power steering / CPP master cylinder with front disc brakes. QA1 shocks with tubular front control arms. Front and rear sway bars. Dual rear leaf springs. Nice Granada Gold paint with Black power convertible top. Factory style Black..."
7649997103,2023-08-01 16:26:19-05:00,38376.00,USD,2021,2021 JEEP WRANGLER,1C4HJXDG8MW533636,gas,SUV,,38903,,4wd,clean,automatic,,,IL,Libertyville,60048,US,1000 E Park Ave,-87.936735,42.282030,2023-08-31 21:26:18+00:00,"QR Code Link to This Post 2021 Jeep Wrangler Unlimited Sport Altitude 4x4 Offered by: Liberty Chrysler Jeep Dodge & Ram — (224) 478-1310  — $38,376       💬 24/7 messaging! Chat now on         Text2Buy.com CARFAX One-Owner. Clean CARFAX. Certified. Sting-Gray Clearcoat 2021 Jeep Wrangler Unlimited Sport Altitude 4WD 8-Speed Automatic 3.6L V6 24V VVT ***ONE OWNER***, ***CLEAN CARFAX***, 4WD, LOW FINANCING RATES AVAILABLE, PRE CERTIFIED, BLUETOOTH, USB PORT, REAR VIEW CAMERA, TRACTION CONTROL, HEATED FRONT SEATS, ELECTRONIC STABILITY CONTROL, 100K MILE WARRANTY AVAILABLE, ALLOY WHEELS, FOG LAMPS, PAINTED BLACK WHEELS, NATIONWIDE DELIVERY AVAILABLE, BALANCE OF FACTORY WARRANTY, PUSH BUTTON START, ANTI LOCK BRAKES, LOCAL TRADE, SPLIT FOLD REAR SEATS, STEERING WHEEL MOUNTED CONTROLS, INTEGRATED VOICE COMMAND WITH BLUETOOTH, 12 VOLT AUXILIARY JACK, HEATED EXTERIOR MIRRORS, SIRIUS XM RADIO, APPLE CAR PLAY, KEYLESS ENTRY, GOOGLE ANDROID AUTO, 18 ALUMINUM WHEELS.Recent Arrival!FCA US LLC Certified Pre-Owned Details:  * Limited Warranty: 3 Month/3,000 Mile (whichever comes first) after new car warranty expires or from certified purchase date  * 125 Point Inspection  * Vehicle History  * Roadside Assistance  * Transferable Warranty  * Powertrain Limited Warranty: 84 Month/100,000 Mile (whichever comes first) from original in-service date  * Includes First Day Rental, Car Rental Allowance, and Trip Interruption Benefits. SiriusXM 3 month trial subscription  * Warranty Deductible: $100 Liberty Chrysler Jeep Dodge & Ram Year: 2021 Make: Jeep Model: Wrangler Unlimited Series: Sport Altitude 4x4 VIN: 1C4HJXDG8MW533636 Stock #: 923367A Condition: Used Mileage: 38,903 MPG: 19 city / 24 highway Exterior: Sting-Gray Clearcoat Interior: Black Body: 4D Sport Utility Transmission: 8-Speed Automatic Engine: 6 Cyl - 3.60 L Drivetrain: 4wd 🔔- CALL/TEXT (224)478-1310 🔔 ✅ - BAD CREDIT? NO CREDIT? REPOS? BANKRUPTCIES? DIVORCE? JUDGEMENTS? ALL WELCOME!!!  ✅ - WE FINANCE ALL TYPES OF CREDITS!!!  ✅ - WE ACCEPT TRADES IN!!!  ✅ - CAR FAX COMES WITH ALL VEHICLE PURCHASE!!! 📌 - WE ALWAYS HAVE SUPER CLEAN CARS!!!! For more inventory  https://www.libertyjeepchrysler.com 🔔 - CALL/TEXT (224) 478 -1310- 🔔 Fill out our Credit Application - https://www.libertyjeepchrysler.com/preapproved.aspx More vehicle details: liberty-auto-city-il.hammerwebsites.net/v/bb6FtvsU Address: 1000 E Park Ave Libertyville, IL 60048 Phone: (224) 478-1310 Website: www.libertyjeepchrysler.com/ 📲 ☎️ Call or text (224) 478-1310 for quick answers to your questions about this Jeep Wrangler Unlimited Your message will always be answered by a real human — never an automated system. Disclaimer: Liberty Chrysler Jeep Dodge & Ram will never sell, share, or spam your mobile number. Standard text messaging rates may apply. 2021 Jeep Wrangler Unlimited Sport Altitude 4x4 d91cec9bcf35431cb4b5d9447dab334a",https://chicago.craigslist.org/nch/ctd/d/libertyville-2021-jeep-wrangler/7649997103.html,2021 Jeep Wrangler Unlimited Sport Altitude 4x4 Financing Options Available!!!,"   2021 Jeep Wrangler Unlimited Sport Altitude 4x4           Offered by:  Liberty Chrysler Jeep Dodge &amp; Ram  — (224) 478-1310  — $38,376                         💬 24/7 messaging! Chat now on                        CARFAX One-Owner. Clean CARFAX. Certified. Sting-Gray Clearcoat 2021 Jeep Wrangler Unlimited Sport Altitude 4WD 8-Speed Automatic 3.6L V6 24V VVT ***ONE OWNER***, ***CLEAN CARFAX***, 4WD, LOW FINANCING RATES AVAILABLE, PRE CERTIFIED, BLUETOOTH, USB PORT, REAR..."
7649997176,2023-08-01 16:26:29-05:00,18800.00,USD,2000,2000 2000 international 4900 DT466E,,gas,,,130000,,,clean,automatic,,,IL,Midlothian,60445,US,,-87.741500,41.644600,2023-08-31 21:26:29+00:00,"QR Code Link to This Post 2000 international 4900 DT466E  Bucket Truck / Drill Trex 6 Speed Auto Diesel Only 115,000 Miles. Lightly Used. Private Company Owned All Maintenance Up To Date. Tires Are Great. Ready For Work. Please Call  show contact info .",https://chicago.craigslist.org/sox/cto/d/midlothian-2000-international-4900/7649997176.html,2000 international 4900 DT466E  Bucket Truck / Drill Trex 6 Speed,"2000 international 4900 DT466E   Bucket Truck / Drill Trex 6 Speed Auto Diesel Only 115,000 Miles. Lightly Used. Private Company Owned All Maintenance Up To Date. Tires Are Great. Ready For Work. Please Call 708 439 1984.  "
7649997409,2023-08-01 16:26:59-05:00,22500.00,USD,2013,2013 ford f150,,gas,pickup,full-size,88000,6 cylinders,4wd,clean,automatic,grey,like new,IL,Oak Forest,60452,US,6100 159th St,-87.768348,41.602854,2023-08-31 21:26:59+00:00,"QR Code Link to This Post 2013 Ford F-150 XLT 4x4 SuperCrew Price: $22,500 Mileage: 88,269 Condition: Used Engine: 3.5L V6 Twin Turbocharger Transmission: Automatic 6-Speed Drivetrain: 4X4 Fuel: Gasoline Exterior Color: Gray Interior Color: Gray Stock # 44787 VIN: 1FTFW1ET3DFA65932  WOW!  This 2013 Ford F150 Crew Cab XLT 4WD has only 88,000 miles!  Loaded with options including Power locks and windows, Keyless entry, Backup camera, Running boards, Spray-in bedliner, and Chrome wheels!  Looks and runs great!  Each one of our vehicles has been inspected and serviced by our on-site ASE Certified Mechanics! We pride ourselves on selling only the finest vehicles, regardless of year/price/miles!  Your new pre-owned vehicle is ready to drive!!  Financing and extended warranty available!  Call now!  (708) 687-2100, Or visit www.bmauto.com for more photos!!",https://chicago.craigslist.org/sox/ctd/d/oak-forest-2013-ford-150-xlt-4x4/7649997409.html,"2013 Ford F-150 XLT 4x4 SuperCrew - Only 88,000 miles!","2013 Ford F-150 XLT 4x4 SuperCrew  Price: $22,500  Mileage: 88,269  Condition: Used  Engine: 3.5L V6 Twin Turbocharger  Transmission: Automatic 6-Speed  Drivetrain: 4X4  Fuel: Gasoline  Exterior Color: Gray  Interior Color: Gray  Stock # 44787  VIN: 1FTFW1ET3DFA65932     WOW!  This 2013 Ford F150 Crew Cab XLT 4WD has only 88,000 miles!  Loaded with options including Power locks and windows, Keyless entry, Backup camera, Running boards, Spray-in bedliner, and Chrome wheels!  Looks and runs great!..."
7649997468,2023-08-01 16:27:09-05:00,28000.00,USD,2003,2003 Semi truck trailer Volvo,,diesel,,,1000000,,,clean,manual,green,good,IL,Schiller Park,60176,US,,-87.865800,41.973500,2023-08-31 21:27:09+00:00,"QR Code Link to This Post 2003 Volvo Vnl660 Cummings ISX 13spd 2014 Utility dry van $28,000 obo  show contact info",https://chicago.craigslist.org/chc/cto/d/schiller-park-2003-semi-truck-and/7649997468.html,2003 Semi truck and 2014Trailer,"2003 Volvo Vnl660 Cummings ISX 13spd 2014 Utility dry van $28,000 obo 3127990994 "
7649997592,2023-08-01 16:27:28-05:00,15900.00,USD,2018,2018 dodge grand caravan,,gas,mini-van,full-size,77000,6 cylinders,fwd,clean,automatic,grey,like new,IL,Oak Forest,60452,US,6100 159th St,-87.768327,41.602814,2023-08-31 21:27:28+00:00,"QR Code Link to This Post 2018 Dodge Grand Caravan SE Price: $15,900 Mileage: 77,863 Condition: Used Engine: 3.6L V6 Transmission: Automatic 6-Speed Drivetrain: FWD Fuel: Flex Fuel Exterior Color: Gray Interior Color: Black Stock # 44809 VIN: 2C4RDGBG8JR153439  Check it out!  Only 77,000 miles on this 2018 Dodge Grand Caravan SE!  Loaded with options including Power locks and windows, Keyless entry with remote start, Backup camera, Bluetooth connectivity, and Premium alloy wheels!  EPA estimated 25 MPG Highway!  Looks and runs great!  Each one of our vehicles has been inspected and serviced by our on-site ASE Certified Mechanics! We pride ourselves on selling only the finest vehicles, regardless of year/price/miles!  Your new pre-owned vehicle is ready to drive!!  Financing and extended warranty available!  Call now!  (708) 687-2100, Or visit www.bmauto.com for more photos!!",https://chicago.craigslist.org/sox/ctd/d/oak-forest-2018-dodge-grand-caravan-se/7649997592.html,"2018 Dodge Grand Caravan SE - Only 77,000 miles!","2018 Dodge Grand Caravan SE  Price: $15,900  Mileage: 77,863  Condition: Used  Engine: 3.6L V6  Transmission: Automatic 6-Speed  Drivetrain: FWD  Fuel: Flex Fuel  Exterior Color: Gray  Interior Color: Black  Stock # 44809  VIN: 2C4RDGBG8JR153439     Check it out!  Only 77,000 miles on this 2018 Dodge Grand Caravan SE!  Loaded with options including Power locks and windows, Keyless entry with remote start, Backup camera, Bluetooth connectivity, and Premium alloy wheels!  EPA estimated 25 MPG High..."
7649997870,2023-08-01 16:28:04-05:00,14900.00,USD,2014,2014 lexus es 350,,gas,sedan,mid-size,150000,6 cylinders,fwd,clean,automatic,blue,like new,IL,Oak Forest,60452,US,6100 159th St,-87.768488,41.602922,2023-08-31 21:28:04+00:00,"QR Code Link to This Post 2014 Lexus ES 350 Price: $14,900 Mileage: 150,245 Condition: Used Engine: 3.5L V6 Transmission: Automatic 6-Speed Drivetrain: FWD Fuel: Gasoline Exterior Color: Blue Interior Color: Tan Stock # 44794 VIN: JTHBK1GG1E2123859  WOW!  This 2014 Lexus ES350 is so clean!  150,000 miles and still looks and runs great!  Loaded with options including Heated/Cooled leather, Heated steering wheel, Navigation, Backup camera, Bluetooth connectivity, Sunroof, Keyless entry with push-button start, and Premium alloy wheels!  EPA estimated 31 MPG Highway!  Each one of our vehicles has been inspected and serviced by our on-site ASE Certified Mechanics! We pride ourselves on selling only the finest vehicles, regardless of year/price/miles!  Your new pre-owned vehicle is ready to drive!!  Financing and extended warranty available!  Call now!  (708) 687-2100, Or visit www.bmauto.com for more photos!!",https://chicago.craigslist.org/sox/ctd/d/oak-forest-2014-lexus-es-extra-clean/7649997870.html,2014 Lexus ES 350 - Extra clean!,"2014 Lexus ES 350  Price: $14,900  Mileage: 150,245  Condition: Used  Engine: 3.5L V6  Transmission: Automatic 6-Speed  Drivetrain: FWD  Fuel: Gasoline  Exterior Color: Blue  Interior Color: Tan  Stock # 44794  VIN: JTHBK1GG1E2123859     WOW!  This 2014 Lexus ES350 is so clean!  150,000 miles and still looks and runs great!  Loaded with options including Heated/Cooled leather, Heated steering wheel, Navigation, Backup camera, Bluetooth connectivity, Sunroof, Keyless entry with push-button start,..."
7649998087,2023-08-01 16:28:37-05:00,16900.00,USD,2015,2015 ford focus st,,gas,hatchback,compact,98000,4 cylinders,fwd,clean,manual,grey,like new,IL,Oak Forest,60452,US,6100 159th St,-87.768284,41.602806,2023-08-31 21:28:37+00:00,"QR Code Link to This Post 2015 Ford Focus ST Price: $16,900 Mileage: 98,226 Condition: Used Engine: 2.0L I4 Turbocharger Transmission: Manual 6-Speed Drivetrain: FWD Fuel: Gasoline Exterior Color: Gray Interior Color: Black Stock # 44786 VIN: 1FADP3L9XFL286509  Just arrived!  This 2015 Ford Focus ST has only 98,000 miles!  All custom, this thing flies!!!  Loaded with options including Heated leather, Recaro seats, Heated steering wheel, Navigation, Backup camera, Bluetooth connectivity, Keyless entry with push-button start, and Custom Red wheels!  Looks and runs great! Each one of our vehicles has been inspected and serviced by our on-site ASE Certified Mechanics! We pride ourselves on selling only the finest vehicles, regardless of year/price/miles!  Your new pre-owned vehicle is ready to drive!!  Financing and extended warranty available!  Call now!  (708) 687-2100, Or visit www.bmauto.com for more photos!!",https://chicago.craigslist.org/sox/ctd/d/oak-forest-2015-ford-focus-st-custom/7649998087.html,2015 Ford Focus ST - Custom - Must see!,"2015 Ford Focus ST  Price: $16,900  Mileage: 98,226  Condition: Used  Engine: 2.0L I4 Turbocharger  Transmission: Manual 6-Speed  Drivetrain: FWD  Fuel: Gasoline  Exterior Color: Gray  Interior Color: Black  Stock # 44786  VIN: 1FADP3L9XFL286509     Just arrived!  This 2015 Ford Focus ST has only 98,000 miles!  All custom, this thing flies!!!  Loaded with options including Heated leather, Recaro seats, Heated steering wheel, Navigation, Backup camera, Bluetooth connectivity, Keyless entry with p..."
7649998212,2023-08-01 16:28:54-05:00,6999.00,USD,1979,1979 cadillac deville,,gas,,,60000,,,clean,automatic,,good,WI,Milwaukee,53217,US,,-87.906418,43.129493,2023-08-31 21:28:54+00:00,QR Code Link to This Post 1979 Cadillac Sedan Deville  1-Owner 60K Miles Rare Color  425 V8 Runs & Drive Great All Original Car Paint & Interior Nice Paint On a Scale 9/10 Nice Has scratch On Passenger Side Door Interior On a Scale 10/10 Beautiful  Frame Rails Floors Trunk Nice Shape.. For Info (4l4)-639-1177  Car Located Milwaukee Wi,https://milwaukee.craigslist.org/cto/d/milwaukee-1979-cadillac-sedan-deville/7649998212.html,1979 Cadillac Sedan Deville NICE,1979 Cadillac Sedan Deville   1-Owner 60K Miles Rare Color   425 V8 Runs &amp; Drive Great  All Original Car Paint &amp; Interior Nice  Paint On a Scale 9/10 Nice  Has scratch On Passenger Side Door  Interior On a Scale 10/10 Beautiful   Frame Rails Floors Trunk Nice Shape..  For Info (4l4)-639-1177   Car Located Milwaukee Wi  
7649998231,2023-08-01 16:28:58-05:00,17400.00,USD,2013,2013 audi a5,,gas,convertible,mid-size,92900,4 cylinders,4wd,clean,automatic,white,excellent,IL,Arlington Heights,60005,US,,-87.985600,42.063900,2023-08-31 21:28:58+00:00,"QR Code Link to This Post Spectacular, Extra Clean A5 Convertible/Cabriolet that is in excellent condition! Mechanically Perfect! Drives like a brand new vehicle! Best looking A5 on the street with all the bells and whistles. Michellin Pilot Tires! Premium Plus Package, Loaded! Clean title and Clean Car",https://chicago.craigslist.org/nwc/cto/d/arlington-heights-2013-audi-a5-quattro/7649998231.html,2013 Audi A5 Quattro Convertible 10 OUT OF 10 Spectacular!,"Spectacular, Extra Clean A5 Convertible/Cabriolet that is in excellent condition! Mechanically Perfect! Drives like a brand new vehicle! Best looking A5 on the street with all the bells and whistles. Michellin Pilot Tires! Premium Plus Package, Loaded! Clean title and Clean Car "
7649998270,2023-08-01 16:29:06-05:00,4150.00,USD,2008,2008 2008 ford focus,,gas,sedan,full-size,138000,4 cylinders,fwd,clean,automatic,blue,excellent,WI,Waukesha,53187,US,,-88.219600,42.999300,2023-08-31 21:29:06+00:00,"QR Code Link to This Post Ford focus 2008 SES  138.000miles on it  recently tuned up , new tires 🛞 new brakes  Sunroof both ways (slight in and lift up)  AUTO START for the winter months  Nothing wrong with the car works perfectly fine only disadvantage the rockers panels are rusty as a typical Wisconsin car .No low ballers please.",https://milwaukee.craigslist.org/cto/d/waukesha-ford-focus/7649998270.html,Ford Focus,"Ford focus 2008 SES   138.000miles on it  recently tuned up , new tires 🛞 new brakes   Sunroof both ways (slight in and lift up)   AUTO START for the winter months   Nothing wrong with the car works perfectly fine only disadvantage the rockers panels are rusty as a typical Wisconsin car .No low ballers please.  "
7649998412,2023-08-01 16:29:28-05:00,18999.00,USD,1968,1968 buick wildcat,,gas,,,89000,,,clean,automatic,,,WI,Milwaukee,53217,US,,-87.907448,43.121351,2023-08-31 21:29:28+00:00,QR Code Link to This Post 1968 Buick Wildcat Rare Lady Owned Well Kept No Rust 89K Miles 430 Motor Runs Great A/C Car PWR Options & Top Paint On a Scale 8/10 Nice Few Small Paint Chips  Interior On a Scale 8/10 Nice Few Rips On Front Seat Frame Rails Floor Trunk Nice  For More Info (4l4)-639-1177,https://milwaukee.craigslist.org/cto/d/milwaukee-1968-buick-wildcat-convertible/7649998412.html,1968 Buick Wildcat Convertible,1968 Buick Wildcat Rare  Lady Owned Well Kept No Rust  89K Miles 430 Motor Runs Great  A/C Car PWR Options &amp; Top  Paint On a Scale 8/10 Nice  Few Small Paint Chips   Interior On a Scale 8/10 Nice  Few Rips On Front Seat  Frame Rails Floor Trunk Nice   For More Info (4l4)-639-1177  
7649998530,2023-08-01 17:29:42-04:00,21700.00,USD,2017,2017 ford explorer xlt 4x4,,gas,,,57000,6 cylinders,4wd,clean,automatic,,excellent,MI,Onsted,49265,US,,-84.183900,42.029500,2023-08-31 21:29:42+00:00,"QR Code Link to This Post 2017 Ford Explorer XLT 3.5 V6 4X4 with 57k miles mint condition Leather heated Seats and steering wheel, power lift gate with back-up camera, bumper sensors front and back,  Remote start, Super clean Inside & out. call or text thx.",https://kalamazoo.craigslist.org/cto/d/onsted-2017-ford-explorer-xlt-4x4/7649998530.html,2017 Ford Explorer XLT 4x4,"2017 Ford Explorer XLT 3.5 V6 4X4 with 57k miles mint condition Leather heated Seats and steering wheel, power lift gate with back-up camera, bumper sensors front and back,   Remote start, Super clean Inside &amp; out. call or text thx. "
